Restaurant,Review,Label,Stars,Date
Kuriya Dining,"Although a little on the pricey side, Kuriya knows how to serve up authentic and seasonal Japanese cuisine.",1,5,2012-08-09T00:00:00
Tabbouleh,The food is worth every penny not to consume alcohol or think about it!,1,5,2017-02-06T00:00:00
LAVO Italian Restaurant & Rooftop Bar,"The portion sizes were quite large, and everything was well-prepared.",1,3,2018-11-18T00:00:00
Les Amis,We went there for lunch which was a relatively good price for fine dining (~130/pax).,1,4,2018-07-21T00:00:00
Saveur,My colleagues had boeuf bourguignon which looked a bit predictable.The prices are unbeatable and come to about 18 SGD per person.,1,4,2012-07-25T00:00:00
Harvest Seafood Restaurant,"The mild is very 'meh'.And, this place is expensive.",1,3,2016-03-29T00:00:00
Supertree by Indochine,"I'm talking SGD $15++ for a miserable half pint (yes, half) of Tiger, and red wine for no less than SGD $105++ a bottle.",1,3,2016-11-14T00:00:00
Taste Paradise,Their har gau (shrimp dumplings) and siew mai (pork dumplings) are very fresh and well executed.,2,4,2012-07-12T00:00:00
Bread Street Kitchen,The texture and the protein was well done.,2,5,2015-10-27T00:00:00
Killiney Kopitiam,"When half boiled eggs were a rarity,and dark sauce symbolized true darkness.",2,4,2013-11-28T00:00:00
Nanbantei Japanese,It seemed like everyone just ordered the yakitori bento which was a good deal.,2,5,2014-04-28T00:00:00
Ippudo,"Hearty, tasty broth.",2,4,2013-06-15T00:00:00
Gordon Grill,"Every dish we had was prepared with thought and care, it was evident.",2,5,2015-02-28T00:00:00
Song Fa Bak Kut Teh,I think the soup is quite nice and spiciness is relatively mild compared to others.,2,4,2015-11-29T00:00:00
Xin Mei Xiang Lor Mee,It has a got a sweet taste and what's more is there put fried fish in their Lor Mee.,2,5,2012-09-01T00:00:00
Tim Ho Wan,!Har kow prawns were big/fresh but skin was chewy.Beancurd skin was also chewy.,2,1,2015-12-03T00:00:00
La Petite Cuisine,"However, it was the gamey duck taste that disappointed.",2,3,2018-12-09T00:00:00
Gyoza-Ya,"It wasn't bad as far as Japanese fried rice goes (I think because they fry it on a grill instead of a wok it doesn't have much wok hei [smokiness of the wok] that Chinese fried rice has), but there was hardly any seafood inside.",2,3,2015-01-21T00:00:00
CafÃƒÂ© Iguana,The food was great!,2,5,2017-04-20T00:00:00
Singapore Fried Hokkien Mee,Every time I eat it taste the same.,2,4,2016-05-09T00:00:00
Geylang Lorong 9 Beef Kway Teow,The noodles and the beef were both very tender.,2,4,2013-02-04T00:00:00
Moc Quan,I like the BBQ pork taste which is very much Vietnamese authentic cuisine (just a minor thing is it was a bit salty to me).,2,4,2017-09-06T00:00:00
Long Beach Seafood,No words could possibly describe light and yummy this dish was.,2,5,2015-05-26T00:00:00
Chui Huay Lim Teochew Cusine,The cold crabs were quite good too and we really liked the orh nee.,2,4,2012-07-13T00:00:00
Tai Hwa Pork Noodle,"The gravy here has a much higher ratio of vinegar than most bak chor mees do, which I suppose goes down well with those who like their noodles with an acidic kick.",2,3,2013-10-16T00:00:00
Song Fa Bak Kut Teh,Just the perfect balance in flavor to give you that savory taste.,2,3,2017-04-03T00:00:00
Artichoke Cafe & Bar,But the sauce was a bit salty.,2,5,2015-02-18T00:00:00
Nassim Hill Bakery Bistro Bar,It comes sprinkled with chili padi.,2,4,2016-01-01T00:00:00
10 at Claymore,The perfectly cooked meat gave way to a moist pink centre which was just of the right texture.Our favorite dish was the New Zealand Grass-Fed Beef Tenderloin no doubt.,2,4,2013-04-18T00:00:00
Vietnamese Stall - Sim Lim Square Food Court,The soup is very nice and spicy hot.,2,5,2019-03-22T00:00:00
Jumbo Seafood,The main dish was the black pepper crab and it was quite delicious.,2,2,2017-02-19T00:00:00
Boon Tong Kee,The seafood fresh.,2,3,2016-10-09T00:00:00
Park Bench Deli,"They do a good version of the cuban sandwich, and it is pretty close to the countless cubanos I've eaten in Florida and Georgia.",2,4,2016-10-22T00:00:00
Jumbo Seafood,The chili crab itself was very delicious and you can kind of understand why it's a must try!,2,4,2017-07-31T00:00:00
Sungei Road Laksa,"While there were a lot of flavors going on, I didn't enjoy the dish and couldn't finish it even though the portion was small.",2,3,2018-04-24T00:00:00
Hainanese Delicacy Chicken Rice,The chicken was very tender and it was placed over fragrant rice with a delicious bowl of chicken soup on the side.,2,4,2017-07-01T00:00:00
Hokkaido Ramen Santouka,"The pork cheeks are so soft, they melt in your mouth.",2,5,2013-12-22T00:00:00
Mellben Seafood,"Butter shrimp was delicious as well, and the lime juice helped to cool down in the heat.",2,3,2015-05-25T00:00:00
Leong Kee Bak Kut Teh,The meat is never dry and the herbal flavours are just right!,2,5,2015-01-03T00:00:00
CUT,"Perfectly medium-rare, tender, with a smoky, crispy sear.",2,5,2016-01-20T00:00:00
10 at Claymore,I love their Penang style prawn noodle that comes with a thick strong prawn stock and the fried kuay teow where you can actually taste the wok hei.,2,3,2012-08-19T00:00:00
PS.Cafe,"However the milkshakes, pastries, and fries I've had here have all been fantastic.",2,4,2014-04-06T00:00:00
Jian Bo Shui Kueh,You can see the excessive oil dripping down the shui kush and the pool of oil when you are done with it.,2,4,2016-10-16T00:00:00
Liao Fan Hawker Chan,Just enough fat but not too much to take away from the juicy flavor.,2,4,2019-01-20T00:00:00
The Song of India,Food is very bland.,2,1,2017-09-01T00:00:00
Bosses Restaurant,The prawns are really fresh.,2,4,2012-08-22T00:00:00
Ippudo,The broth is wonderfully rich and flavorful and the noodles had great spring-back texture too.,2,4,2014-01-09T00:00:00
Arnold's Fried Chicken,Not much fats under the skin of the chicken.,2,5,2018-01-06T00:00:00
Ciao Italian Risto Bar,"The chicken tasted spoiled in the pasta dish we ordered, the 'bolognese' was so salty, it couldn't be eaten, and the sauce had that tinny taste like it came from a can.",2,1,2018-09-09T00:00:00
Pura Brasa,That sauce alone was tangy and I wasnt sure how'd it go with the pork belly but when i took a little bit of everything and put it together it was magical!,2,3,2020-01-12T00:00:00
Song Fa Bak Kut Teh,We also like the stewed pork belly which was (guiltily) satisfying.,2,5,2018-07-23T00:00:00
Palm Beach Seafood,Fried golden crisp with a nice level of sweetness and soft in the middle.,2,3,2019-07-02T00:00:00
The Sushi Bar,The aburi salmon roll they are famous for is flavourful at first bite.,2,3,2016-05-09T00:00:00
Chikuyotei,"Very refreshing with flower petals, different lettuces, and a few other veggies.",2,4,2017-01-19T00:00:00
Ah Tai Hainanese Chicken Rice,The chicken was moist and the rice was flavoursome.,2,4,2016-10-28T00:00:00
Chatterbox,"The saving grace of our meal was probably the salted egg chicken wings , they were crispy and evenly coated in crumbly salted egg yolk.",2,1,2017-12-19T00:00:00
Sungei Road Laksa,"It has that seafood freshness and sweet taste, which I've never had before.",2,5,2014-12-18T00:00:00
Hokkaido Ramen Santouka,Have come here a few times but i think the ramen is still just average nothing much to rave about it.,2,3,2012-08-26T00:00:00
Two Men Bagel House,"But it kinda ranks the same as the packaged NYC Bagel Factory bagels, which may not be as fresh but at least their crust is better.",2,3,2016-02-22T00:00:00
LooÃ¢Â€Â™s Hainanese Curry Rice,Nice and tasty Curry rice.,2,5,2019-04-28T00:00:00
Keisuke Tonkotsu King,It definitely makes it taste yummier.,2,4,2012-09-09T00:00:00
Ikoi Japanese Restaurant,"I enjoyed the salmon, although the tuna itself was not that fresh (neither does it give the choice of parts).",2,3,2012-08-19T00:00:00
Penang Place,"It doesn't taste very sweet which is a really good thing - I had a few kuih talam, steamed glutinous rice with kaya, red bean kuih.",2,4,2014-10-02T00:00:00
Crystal Jade Golden Palace,It wasn't too sweet with the condensed milk.,2,5,2019-03-13T00:00:00
Hamburg Steak Keisuke,Salad bar is kept nicely chilled - fresh and colourful.,2,4,2017-05-10T00:00:00
Ssikkek Korean Grill BBQ Buffet,"The raw materials are certainly not cheaper than what you'd get at distributors - frozen meat from mmmm or QB food (there are cheap chicken franks too that even QB doesn't carry) with bottled marinade, a very basic grill with gas to power it, diluted Korean tea and utensils.",2,2,2014-02-21T00:00:00
Cafe Melba,"It tasted good, but lack the depth in flavor that would have made me crave for more.Service wise, the staff did not pay much attention to us probably due to the influx of customers.",2,3,2014-11-16T00:00:00
Empress,The stir fried pork cooked right with texture soft and chewy.,2,4,2016-01-15T00:00:00
Bread Street Kitchen,Rubbery consistency.,2,1,2016-07-16T00:00:00
Din Tai Fung,It was fresh and delicious!,2,4,2018-07-06T00:00:00
Shanghai Ren Jia,The drunken chicken is very fragrant with the wine and silky in texture.,2,4,2016-12-07T00:00:00
Chir Chir,The honey butter chicken with rice stick is awesome and what I always order.,2,3,2016-10-08T00:00:00
Tiong Bahru Bakery,Croissants are kind of flaky.,2,3,2016-04-23T00:00:00
Old Long House Popiah,"Although bits of soggy skin stuck to the plate, they were supple enough to hold the fillings, yet YIELDING moist and chewy bites.",2,4,2015-09-28T00:00:00
Tiong Bahru Bakery,Croissant is nice and chewy and flaky on the outside.,2,4,2012-10-12T00:00:00
Char Restaurant,The lacking part was the salted egg yolk taste as it was almost non-existence.,2,2,2016-09-09T00:00:00
Joyden Treasures,"Sweet, savoury fragrant soya sauce gravy that goes really well with a bowl of plain rice.",2,3,2016-04-22T00:00:00
Mrs Pho House Rangoon,The Banh Xeo was good but not crisp enough.,2,4,2018-09-19T00:00:00
Jing Hua Xiao Chi,The skin was a bit too soft for my taste.,2,4,2014-03-23T00:00:00
Cumi Bali,The sauce was perfect with the right amout of spices and it doesn't have a runny sauce (the authentic way)!,2,4,2016-05-14T00:00:00
No Signboard Seafood Restaurant,"Everyone was sweating, but I was fine, so it depends on your spice tolerance.2.",2,4,2014-11-18T00:00:00
Hai Di Lao,love the flavorful soup base; we had black chicken stock and tomato.,2,4,2016-10-14T00:00:00
Keisuke Tonkotsu King,The noodle was nice and firm.,2,3,2016-04-30T00:00:00
Penang Seafood Restaurant,The level of sourness is very well executed and appetizing.,2,3,2016-08-15T00:00:00
The Hangar,"Had a large latteInitially I thought the foam was a little bitter, but the coffee is rich and chocolatey.",2,5,2018-07-15T00:00:00
Momma Kong's Crab Shack,"Now the bee hoon soup was... average, the fresh steamed incredibly unmemorable, the chili a bit too sweet, but the pepper was quite delicious.",2,2,2013-07-13T00:00:00
Tsui Wah,It was a tomato based one so not a proper Russian one but it was very tasty and savoury.,2,5,2018-07-01T00:00:00
The Study,"Again, I could not taste the truffle on the gnocchi.",2,3,2015-02-28T00:00:00
Fook Kin,"Also actually, I prefer white rice over chicken-flavoured rice for my char siew rice.",2,3,2019-04-21T00:00:00
Aroy Dee,"Not too sweet, just the way I like it.My favourite dishes were the green curry and tom yam soup.",2,4,2013-10-20T00:00:00
The White Rabbit,The cream cheese wasn't too sweet or sour.,2,4,2015-10-20T00:00:00
House of Peranakan Petit,"So the food was very good and definitely unique in taste, but as a friend suggested when I said we were having Peranakan, everything starts tasting the same after a few dishes.",2,4,2016-07-10T00:00:00
Rang Mahal,The prawns were amazingly cooked and had great flavor but the sauce took a lot away for me.3) Paneer Tikka - Their Indian cheese dish - extremely well done.,2,5,2015-08-23T00:00:00
Saveur,Mushroom soup was delicious compared to the heavy cream based nonsense you usually tend to get elsewhere.,2,4,2016-05-14T00:00:00
La Petite Cuisine,"The foie gras was wonderfully pan-fried so it melts in your mouth - so smooth on the inside, while maintaining a thin and crisp membrane to hold the goodness in.",2,4,2012-07-28T00:00:00
Jumbo Seafood,Very oily and fatty food and it's difficult to eat crab with aquariums full of them lining the walls...,2,2,2018-02-17T00:00:00
House of Peranakan Petit,Only minor negative is the food can be a bit salty.,2,4,2019-06-08T00:00:00
Dehesa,The meat was well flavored by the red wine and had a gelatinous texture to it.,2,5,2017-09-01T00:00:00
Tian Tian Hainanese Chicken Rice,It's super tender.,2,5,2020-02-06T00:00:00
Tonkatsu Ma Maison,"Yes, it was a bit tough and chewy, but it was still juicy and flavorful.",2,5,2013-01-10T00:00:00
Da Dong Prawn Noodles,The soup is full of flavour.,2,4,2014-04-16T00:00:00
Din Tai Fung,Dipped into the vinegar and ginger and then popped into your mouth for a flavour explosion.,2,4,2013-08-13T00:00:00
Fu Zhou Poh Hwa Oyster Cake,"Made on the spot, fresh and simply delicious.",2,5,2017-02-13T00:00:00
Tonkatsu Ma Maison,"There's no use having a great piece of protein, only for it to be ruined by a lousy bowl of rice or a soggy salad.",2,4,2016-05-23T00:00:00
Red Eye Smokehouse,They make their own BBQ sauces and both the 'sweet and tangy' and 'smoked chipotle' are outstanding.,2,4,2016-01-16T00:00:00
Wanton Seng's Noodle Bar,Crisp pork lard and crackling.,2,2,2015-07-30T00:00:00
Yardbird Southern Table & Bar,The watermelon had a minty taste.,2,3,2017-08-24T00:00:00
Tiong Bahru Boneless Hainanese Chicken Rice,The deco is basic but is clean and the service really fast and efficient!Great if you want something simple to eat when you roaming Chinatown!,3,3,2012-10-02T00:00:00
Shin Yuu Japanese Restaurant,Only downside: waitress was extremely incompetent in English which made ordering difficult.,3,4,2016-01-15T00:00:00
Red House Seafood Restaurant,"Our sense is that they guessed that we were tourists and took advantage of the situation.Therefore, we advise that first-time visitors be very careful.",3,1,2019-09-29T00:00:00
