,Restaurant,Review,Label,Stars,Date,Review_clean
3104,Ocean Curry Fish Head,when ever i come to Singapore i need to go here for a Curry fish head.,5,5,2011-06-09T00:00:00,when ever i come to singapore i need to go here for a curry fish head
3105,Odette,I think my pasta dish was the winner of the two options7b.,5,4,2020-02-11T00:00:00,i think my pasta dish was the winner of the two
3106,OLA Cocina del Mar,"Some people like creamy though, so don't let me discourage you from trooping down to give it a try.For mains we ordered the seafood stew and the paella.",5,3,2012-12-05T00:00:00,some people like creamy though so don t let me discourage you from trooping down to give it a try for mains we ordered the seafood stew and the paella
3107,Old Long House Popiah,My favorite popiah at the moment.,5,4,2015-07-11T00:00:00,my favorite popiah at the moment
3108,Once Upon A Thyme,Good reviews on yelp!,5,5,2016-06-10T00:00:00,good reviews on yelp
3109,Oscar's,"That's the Jewel in the Conrad crown, called Oscars!",5,5,2016-11-06T00:00:00,that s the jewel in the conrad crown called oscars
3110,Oscar's,So it wasn't all bad.Another thing I liked was coffee and tea being included in the buffet.,5,3,2013-03-24T00:00:00,so it wasn t all bad another thing i liked was coffee and tea being included in the buffet
3111,Padi,A must have if you are in Singapore!!!!,5,5,2017-07-28T00:00:00,a must have if you are in singapore
3112,Palm Beach Seafood,another reason not to go!,5,1,2017-05-01T00:00:00,another reason not to go
3113,Plain Vanilla Bakery,"We tried a couple different desserts there including cupcakes, raspberry cake, dark chocolate with filling, and a brownie.",5,3,2015-11-19T00:00:00,we tried a couple different desserts there including cupcakes raspberry cake dark chocolate with filling and a brownie
3114,Por Kee Eating House,"Don't wait further, just get into it.",5,4,2012-07-28T00:00:00,don t wait further just get into it
3115,Sabai,I used to frequent their first outlet in Ngee Ann City whenever I crave good Thai food.,5,3,2013-02-07T00:00:00,i used to frequent their first outlet in ngee ann city whenever i crave good thai food
3116,Salt Grill & Sky Bar,"There is also the signature range of eponymous 'Luke Mangan' wines which are produced in one of Australia's leading wine estates - TarraWarra Estate in Yarra Valley, which Chef Mangan was personally involved in the selection of the grapes and the blending of the wines.Spring vegetables were served with the mild goats curd, ginger bread crumbs and dried black olives ($31).",5,5,2014-05-10T00:00:00,there is also the signature range of eponymous luke mangan wines which are produced in one of australia s leading wine estates tarrawarra estate in yarra valley which chef mangan was personally involved in the selection of the grapes and the blending of the wines spring vegetables were served with the mild goats curd ginger bread crumbs and dried black olives
3117,Salt Grill & Sky Bar,"The food wasn't bad, but this was no fine dining.",5,3,2017-08-13T00:00:00,the food wasn t bad but this was no fine dining
3118,Sawadee Thai Cuisine,The fact that we've been here 3 times in 2 weeks goes to show how much we love it.,5,4,2014-11-16T00:00:00,the fact that we ve been here times in weeks goes to show how much we love it
3119,Selera Rasa Nasi Lemak,I'm not so sure whats so special about this place (except that I confess the basmati rice makes it more fluffy) but I'm a sucker all the same,5,3,2015-07-21T00:00:00,i m not so sure whats so special about this place except that i confess the basmati rice makes it more fluffy but i m a sucker all the same
3120,Shan E Punjab,They were both outstanding!!,5,5,2018-07-23T00:00:00,they were both outstanding
3121,Song Fa Bak Kut Teh,"Once the food arrives, you pay before you eat so you can bounce out when you're done.",5,4,2015-09-14T00:00:00,once the food arrives you pay before you eat so you can bounce out when you re done
3122,Ssikkek Korean Grill BBQ Buffet,Flip the short rib slices.10.,5,4,2014-11-23T00:00:00,flip the short rib slices
3123,StraitsKitchen,"As I've said in a previous review, I am not a big fan of buffets.",5,4,2012-10-12T00:00:00,as i ve said in a previous review i am not a big fan of buffets
3124,Sum Kee,What a splendid way to end a meal.,5,5,2015-10-23T00:00:00,what a splendid way to end a meal
3125,Summer Palace,"?Ordered one of the set menus that featured the roasted Suckling pig, soft shell crab, and wasabi prawn.",5,3,2019-04-05T00:00:00,ordered one of the set menus that featured the roasted suckling pig soft shell crab and wasabi prawn
3126,Sushi Kimura Singapore,I told them I don't like abalone to which the chef insisted I try here and she changed my mind.,5,5,2017-10-29T00:00:00,i told them i don t like abalone to which the chef insisted i try here and she changed my mind
3127,Symmetry,Beef flank $38 - LOVE4.,5,3,2013-05-15T00:00:00,beef flank
3128,Tai Hwa Pork Noodle,"If you're gonna queue for that long, go big or go home :) Went great with a $1.50 iced lemon tea from the stall right next to it!",5,5,2016-09-04T00:00:00,if you re queue for that long go big or go home went great with a iced lemon tea from the stall right next to it
3129,Tambuah Mas,This is a solid #2 though :),5,4,2015-12-13T00:00:00,this is a solid though
3130,Teng Bespoke Japanese Vegetarian Dining,"Being a meat eater for almost my entire life, I never would have thought that one day I will walk in to a vegetarian restaurant and fell in love with it.",5,4,2016-12-22T00:00:00,being a meat eater for almost my entire life i never would have thought that one day i will walk in to a vegetarian restaurant and fell in love with it
3131,The Curry Culture,One of better Indian restaurants in Orchard Road area.,5,4,2018-08-14T00:00:00,one of better indian restaurants in orchard road area
3132,The Dempsey Cookhouse & Bar,Perfect for late night food!,5,4,2018-04-13T00:00:00,perfect for late night food
3133,The Halia,I highly recommend this place.,5,5,2017-02-04T00:00:00,i highly recommend this place
3134,The Halia,Thanks.,5,4,2015-01-01T00:00:00,thanks
3135,The Naked Finn,What a hidden gem inside Gilman Barrack!,5,4,2015-02-05T00:00:00,what a hidden gem inside gilman barrack
3136,The Original Katong Laksa,"For all its fame, the small is tiny, and still has a picture of the original Janggut (Malay for beard) uncle to display its authenticity.",5,4,2012-07-24T00:00:00,for all its fame the small is tiny and still has a picture of the original janggut malay for beard uncle to display its authenticity
3137,The Original Katong Laksa,WLE!,5,5,2020-01-22T00:00:00,wle
3138,The Peranakan,"Beef rendang, Assam Fish Head, mixed Vegetables,chicken Buakaluak, chendol, sour sop drink, lemon grass drink.",5,2,2018-11-19T00:00:00,beef rendang assam fish head mixed vegetables chicken buakaluak chendol sour sop drink lemon grass drink
3139,The Sushi Bar,"I must admit that we came in ""medium hungry"", so we actually had trouble finishing our food.",5,5,2014-06-08T00:00:00,i must admit that we came in medium hungry so we actually had trouble finishing our food
3140,Thien Long Vietnamese Restaurant,Now it's getting harder to get authentic pho in Singapore!,5,4,2016-01-03T00:00:00,now it s getting harder to get authentic pho in singapore
3141,Thien Long Vietnamese Restaurant,Check.,5,4,2014-09-04T00:00:00,check
3142,Tian Tian Hainanese Chicken Rice,We ordered 2 medium chicken rice $5 each) & 1 side of vege in oyster sauce $6).,5,4,2019-11-09T00:00:00,we ordered medium chicken rice each side of vege in oyster sauce
3143,Tim Ho Wan,"This was my first visit to Tim Ho Wan, and I can say holy moley this place is as good as people say!The people next to me were kind enough to see my total confusion on what to order, and pointed me to a few signatures... and they were spot on.",5,5,2016-03-29T00:00:00,this was my first visit to tim ho wan and i can say holy moley this place is as good as people say the people next to me were kind enough to see my total confusion on what to order and pointed me to a few signatures and they were spot on
3144,timbre+,Lucky me that I work upstairs!,5,4,2016-05-24T00:00:00,lucky me that i work upstairs
3145,Tiong Bahru Bakery,"""*There's a lot of baked goods to choose from, but I normally aim to satisfy my sweet tooth by ordering their chocolate croissants.",5,4,2014-04-07T00:00:00,there s a lot of baked goods to choose from but i normally aim to satisfy my sweet tooth by ordering their chocolate croissants
3146,Tiong Bahru Bakery,I wonder why people do not have to work and hang out at coffeeshop all the time.,5,5,2016-05-27T00:00:00,i wonder why people do not have to work and hang out at coffeeshop all the time
3147,Tsuru-Koshi Udon,"If I wanted a sloppy fry-up, I'd head to Smith's.So yes, this review is strange in that I am none too pleased about what's happening in the kitchen.",5,4,2013-09-23T00:00:00,if i wanted a sloppy fry up i d head to smith s so yes this review is strange in that i am none too pleased about what s happening in the kitchen
3148,Two Men Bagel House,Give this place a go if you're yearning for a good ole fashioned bagel!,5,5,2015-01-28T00:00:00,give this place a go if you re yearning for a good ole fashioned bagel
3149,Vatos Urban Tacos,Loving it,5,5,2016-08-30T00:00:00,loving it
3150,Vatos Urban Tacos,This is our newest addition to the mexican scene here in Singapore and I must say its a welcome one.,5,5,2015-12-13T00:00:00,this is our newest addition to the mexican scene here in singapore and i must say its a welcome one
3151,Vietnamese - Authentic Vietnamese Cuisine,"to the forces of mediocrity aligned against all that is pure, honest and good.",5,5,2013-04-02T00:00:00,to the forces of mediocrity aligned against all that is pure honest and good
3152,Waa Cow!,The set meal came with salmon sashimi and hot green tea (which is tea bag with hot water).,5,4,2017-11-17T00:00:00,the set meal came with salmon sashimi and hot green tea which is tea bag with hot water
3153,Waa Cow!,"My friends had wagyu beef with rice whereas I had sashimi, tuna and squid with rice.",5,3,2016-08-05T00:00:00,my friends had wagyu beef with rice whereas i had sashimi tuna and squid with rice
3154,Warong Nasi Pariaman,"Maybe it was a fluke, maybe its their off day or something.",5,3,2018-11-25T00:00:00,maybe it was a fluke maybe its their off day or something
3155,Wee Nam Kee Hainanese Chicken Rice,Bloody table with two pax who ordered two plates of chicken rice.,5,1,2018-04-20T00:00:00,bloody table with two pax who ordered two plates of chicken rice
3156,Whampoa Keng,Really?,5,1,2016-06-16T00:00:00,really
3157,Ya Kun Kaya Toast,Rather than eat the sad buffet at Ibis hotel next door I opted to drag the guys to this toast joint next door.,5,3,2015-07-08T00:00:00,rather than eat the sad buffet at ibis hotel next door i opted to drag the guys to this toast joint next door
3158,Ya Kun Kaya Toast,I've been an ardent fan of Ya Kun since the age of 6.,5,5,2019-03-23T00:00:00,i ve been an ardent fan of ya kun since the age of
3159,Ya Kun Kaya Toast,"This is the orig, so skip all the makeup and go sweat it out at breakfast.",5,5,2016-05-06T00:00:00,this is the orig so skip all the makeup and go sweat it out at breakfast
3160,Ya Kun Kaya Toast,"2 soft boiled (as the sign says: your choice, wet and runny or runny and wet).",5,3,2014-02-22T00:00:00,soft boiled as the sign says your choice wet and runny or runny and wet
3161,Zam Zam Restaurant,Come and enjoy These foods here.,5,4,2017-05-29T00:00:00,come and enjoy these foods here
3162,Zam Zam Restaurant,"""I have always wanted to eat one with grated coconut mixed with lamb in it"".",5,4,2014-06-24T00:00:00,i have always wanted to eat one with grated coconut mixed with lamb in it
